sale_id,date_key,customer_key,product_key,region_key,quantity,unit_price,unit_cost
1914,2024-09-16,223,30,5,5,139.33,10.04
1915,2024-09-16,63,30,1,1,139.33,10.04
1916,2024-09-16,134,20,3,4,172.95,87.87
1917,2024-09-16,236,27,3,2,138.02,140.76
1918,2024-09-16,221,11,4,1,109.72,75.28
1919,2024-09-16,27,20,1,6,172.95,87.87
1920,2024-09-16,149,6,3,1,497.78,68.34
1921,2024-09-16,237,16,4,6,478.16,47.34
1922,2024-09-16,184,8,5,3,331.43,105.62
1923,2024-09-16,168,16,5,6,478.16,47.34
1924,2024-09-17,231,3,4,1,133.31,78.24
1925,2024-09-17,116,27,4,3,138.02,140.76
1926,2024-09-17,198,21,4,2,101.64,31.2
1927,2024-09-17,72,4,2,3,300.97,58.8
1928,2024-09-18,203,19,3,5,284.21,76.27
1929,2024-09-18,115,2,2,6,247.83,148.51
1930,2024-09-18,124,10,4,4,284.96,70.7
1931,2024-09-19,194,28,5,6,215.58,68.69
1932,2024-09-19,211,23,4,5,51.51,19.97
1933,2024-09-19,145,2,5,1,247.83,148.51
1934,2024-09-19,73,13,5,1,405.4,102.7
1935,2024-09-20,66,30,4,5,139.33,10.04
1936,2024-09-20,240,26,3,4,255.64,133.06
1937,2024-09-20,217,3,4,2,133.31,78.24
1938,2024-09-21,191,24,4,5,348.01,59.36
1939,2024-09-21,245,5,2,4,131.48,120.09
1940,2024-09-21,27,11,1,3,109.72,75.28
1941,2024-09-21,118,17,2,4,252.54,51.1
1942,2024-09-21,98,17,4,2,252.54,51.1
1943,2024-09-21,59,17,3,1,252.54,51.1
1944,2024-09-21,85,18,3,2,96.29,125.95
1945,2024-09-21,45,28,4,3,215.58,68.69
1946,2024-09-21,217,1,4,2,324.8,105.02
1947,2024-09-22,192,19,3,4,284.21,76.27
1948,2024-09-22,72,27,2,1,138.02,140.76
1949,2024-09-22,169,12,3,1,132.74,130.55
1950,2024-09-22,71,24,4,2,348.01,59.36
1951,2024-09-23,165,18,5,2,96.29,125.95
1952,2024-09-23,250,23,5,3,51.51,19.97
1953,2024-09-23,38,15,1,2,90.15,54.48
1954,2024-09-23,96,11,3,5,109.72,75.28
1955,2024-09-23,126,8,1,5,331.43,105.62
1956,2024-09-23,181,13,3,1,405.4,102.7
1957,2024-09-23,247,3,4,4,133.31,78.24
1958,2024-09-23,227,12,5,4,132.74,130.55
1959,2024-09-23,205,20,2,4,172.95,87.87
1960,2024-09-23,220,27,4,4,138.02,140.76
1961,2024-09-24,3,26,4,2,255.64,133.06
1962,2024-09-24,171,24,2,2,348.01,59.36
1963,2024-09-24,13,24,5,4,348.01,59.36
1964,2024-09-24,71,6,4,2,497.78,68.34
1965,2024-09-25,223,19,5,6,284.21,76.27
1966,2024-09-25,227,28,5,3,215.58,68.69
1967,2024-09-25,132,21,5,4,101.64,31.2
1968,2024-09-25,95,12,1,2,132.74,130.55
1969,2024-09-25,117,15,3,6,90.15,54.48
1970,2024-09-25,211,13,4,3,405.4,102.7
1971,2024-09-25,156,27,1,4,138.02,140.76
1972,2024-09-25,141,17,1,2,252.54,51.1
1973,2024-09-26,160,30,1,6,139.33,10.04
1974,2024-09-26,164,30,2,1,139.33,10.04
1975,2024-09-26,153,19,5,1,284.21,76.27
1976,2024-09-26,250,7,5,1,479.25,69.07
1977,2024-09-26,129,12,4,1,132.74,130.55
1978,2024-09-26,84,6,5,5,497.78,68.34
1979,2024-09-26,55,13,5,6,405.4,102.7
1980,2024-09-27,21,7,4,5,479.25,69.07
1981,2024-09-27,35,13,5,5,405.4,102.7
1982,2024-09-27,191,12,4,3,132.74,130.55
1983,2024-09-27,35,4,5,2,300.97,58.8
1984,2024-09-27,81,11,5,4,109.72,75.28
1985,2024-09-27,157,11,1,6,109.72,75.28
1986,2024-09-27,75,1,2,6,324.8,105.02
1987,2024-09-27,193,30,2,2,139.33,10.04
1988,2024-09-27,54,1,3,2,324.8,105.02
1989,2024-09-27,32,26,5,1,255.64,133.06
1990,2024-09-28,162,22,5,5,306.67,55.26
1991,2024-09-28,221,1,4,6,324.8,105.02
1992,2024-09-28,181,20,3,1,172.95,87.87
1993,2024-09-28,33,14,2,4,248.64,22.76
1994,2024-09-28,180,22,2,6,306.67,55.26
1995,2024-09-28,223,12,5,4,132.74,130.55
1996,2024-09-28,226,26,2,4,255.64,133.06
1997,2024-09-28,84,15,5,5,90.15,54.48
1998,2024-09-28,2,13,2,5,405.4,102.7
1999,2024-09-28,12,13,2,2,405.4,102.7
2000,2024-09-28,44,30,1,6,139.33,10.04
2001,2024-09-28,27,15,1,1,90.15,54.48
2002,2024-09-29,120,8,3,1,331.43,105.62
2003,2024-09-29,6,11,4,2,109.72,75.28
2004,2024-09-29,70,16,1,3,478.16,47.34
2005,2024-09-29,200,26,2,4,255.64,133.06
2006,2024-09-29,177,8,5,5,331.43,105.62
2007,2024-09-29,224,14,5,3,248.64,22.76
2008,2024-09-29,136,6,5,1,497.78,68.34
2009,2024-09-29,134,11,3,2,109.72,75.28
2010,2024-09-29,167,23,2,3,51.51,19.97
2011,2024-09-29,57,24,1,5,348.01,59.36
2012,2024-09-30,2,22,2,2,306.67,55.26
2013,2024-09-30,211,15,4,5,90.15,54.48
2014,2024-09-30,45,19,4,4,284.21,76.27
2015,2024-09-30,223,11,5,1,109.72,75.28
2016,2024-09-30,155,10,3,1,284.96,70.7
2017,2024-09-30,14,24,2,4,348.01,59.36
2018,2024-10-01,27,4,1,3,300.97,58.8
2019,2024-10-01,86,1,4,1,324.8,105.02
2020,2024-10-01,221,4,4,5,300.97,58.8
2021,2024-10-01,237,22,4,1,306.67,55.26
2022,2024-10-02,72,6,2,4,497.78,68.34
2023,2024-10-02,111,22,4,3,306.67,55.26
2024,2024-10-02,132,2,5,3,247.83,148.51
2025,2024-10-02,6,9,4,2,412.4,27.45
2026,2024-10-02,8,19,2,1,284.21,76.27
2027,2024-10-02,247,24,4,6,348.01,59.36
2028,2024-10-02,104,11,1,6,109.72,75.28
2029,2024-10-02,157,23,1,6,51.51,19.97
2030,2024-10-02,106,7,3,1,479.25,69.07
2031,2024-10-03,187,9,5,5,412.4,27.45
2032,2024-10-03,168,3,5,1,133.31,78.24
2033,2024-10-03,101,9,3,6,412.4,27.45
2034,2024-10-03,148,24,3,3,348.01,59.36
2035,2024-10-03,1,23,1,5,51.51,19.97
2036,2024-10-03,91,15,3,3,90.15,54.48
2037,2024-10-03,182,2,3,3,247.83,148.51
2038,2024-10-03,19,16,2,2,478.16,47.34
2039,2024-10-03,107,22,5,1,306.67,55.26
2040,2024-10-03,112,21,4,1,101.64,31.2
2041,2024-10-03,219,20,2,3,172.95,87.87
2042,2024-10-03,230,20,4,5,172.95,87.87
2043,2024-10-04,43,13,5,4,405.4,102.7
2044,2024-10-04,223,9,5,6,412.4,27.45
2045,2024-10-04,210,17,2,4,252.54,51.1
2046,2024-10-04,30,19,3,3,284.21,76.27
2047,2024-10-04,103,1,2,3,324.8,105.02
2048,2024-10-04,189,26,2,3,255.64,133.06
2049,2024-10-04,245,21,2,1,101.64,31.2
2050,2024-10-04,94,17,5,1,252.54,51.1
2051,2024-10-04,179,17,3,3,252.54,51.1
2052,2024-10-05,114,15,3,3,90.15,54.48
2053,2024-10-05,13,3,5,3,133.31,78.24
2054,2024-10-05,234,12,1,6,132.74,130.55
2055,2024-10-05,181,3,3,2,133.31,78.24
2056,2024-10-05,168,14,5,6,248.64,22.76
2057,2024-10-05,221,4,4,4,300.97,58.8
2058,2024-10-05,92,1,3,3,324.8,105.02
2059,2024-10-06,25,18,1,6,96.29,125.95
2060,2024-10-06,175,14,3,1,248.64,22.76
2061,2024-10-06,179,8,3,1,331.43,105.62
2062,2024-10-06,114,30,3,4,139.33,10.04
2063,2024-10-06,84,10,5,5,284.96,70.7
2064,2024-10-06,236,25,3,2,494.77,64.02
2065,2024-10-06,248,23,1,3,51.51,19.97
2066,2024-10-06,11,24,4,6,348.01,59.36
2067,2024-10-06,23,1,1,4,324.8,105.02
2068,2024-10-06,240,4,3,4,300.97,58.8
2069,2024-10-06,213,3,3,3,133.31,78.24
2070,2024-10-06,14,15,2,5,90.15,54.48
2071,2024-10-07,103,11,2,6,109.72,75.28
2072,2024-10-07,87,28,4,6,215.58,68.69
2073,2024-10-07,26,14,4,4,248.64,22.76
2074,2024-10-08,66,12,4,1,132.74,130.55
2075,2024-10-08,153,9,5,1,412.4,27.45
2076,2024-10-08,135,28,4,2,215.58,68.69
2077,2024-10-08,9,30,5,6,139.33,10.04
2078,2024-10-08,149,28,3,1,215.58,68.69
2079,2024-10-08,73,10,5,1,284.96,70.7
2080,2024-10-08,8,1,2,1,324.8,105.02
2081,2024-10-08,151,7,1,5,479.25,69.07
2082,2024-10-09,75,10,2,1,284.96,70.7
2083,2024-10-09,205,20,2,2,172.95,87.87
2084,2024-10-09,197,22,2,3,306.67,55.26
2085,2024-10-09,1,27,1,5,138.02,140.76
2086,2024-10-09,175,21,3,2,101.64,31.2
2087,2024-10-09,164,26,2,4,255.64,133.06
2088,2024-10-09,238,22,2,4,306.67,55.26
2089,2024-10-10,166,4,1,2,300.97,58.8
2090,2024-10-10,231,27,4,6,138.02,140.76
2091,2024-10-10,12,5,2,6,131.48,120.09
2092,2024-10-10,170,5,5,6,131.48,120.09
2093,2024-10-10,199,8,1,6,331.43,105.62
2094,2024-10-11,9,23,5,1,51.51,19.97
2095,2024-10-11,245,28,2,3,215.58,68.69
2096,2024-10-11,50,9,5,6,412.4,27.45
2097,2024-10-11,159,23,4,3,51.51,19.97
2098,2024-10-11,29,16,3,6,478.16,47.34
2099,2024-10-11,57,5,1,4,131.48,120.09
2100,2024-10-11,58,5,3,2,131.48,120.09
2101,2024-10-11,185,1,4,2,324.8,105.02
2102,2024-10-11,140,21,5,1,101.64,31.2
2103,2024-10-11,235,21,1,4,101.64,31.2
2104,2024-10-11,110,25,4,5,494.77,64.02
2105,2024-10-11,120,21,3,2,101.64,31.2
2106,2024-10-12,74,8,4,5,331.43,105.62
2107,2024-10-12,130,8,1,6,331.43,105.62
2108,2024-10-12,21,25,4,1,494.77,64.02
2109,2024-10-12,119,7,1,1,479.25,69.07
2110,2024-10-12,65,20,5,4,172.95,87.87
2111,2024-10-12,231,7,4,6,479.25,69.07
2112,2024-10-12,56,15,5,3,90.15,54.48
2113,2024-10-12,104,12,1,4,132.74,130.55
2114,2024-10-12,248,6,1,4,497.78,68.34
2115,2024-10-12,198,2,4,1,247.83,148.51
2116,2024-10-13,86,18,4,2,96.29,125.95
2117,2024-10-13,115,14,2,3,248.64,22.76
2118,2024-10-13,53,16,3,6,478.16,47.34
2119,2024-10-13,37,21,5,2,101.64,31.2
2120,2024-10-14,243,24,5,6,348.01,59.36
2121,2024-10-14,98,23,4,6,51.51,19.97
2122,2024-10-14,147,2,3,3,247.83,148.51
2123,2024-10-14,236,18,3,5,96.29,125.95
2124,2024-10-15,207,28,4,5,215.58,68.69
2125,2024-10-15,50,14,5,4,248.64,22.76
2126,2024-10-15,5,27,5,2,138.02,140.76
2127,2024-10-16,196,4,3,4,300.97,58.8
2128,2024-10-16,136,12,5,3,132.74,130.55
2129,2024-10-16,179,18,3,5,96.29,125.95
2130,2024-10-16,25,13,1,5,405.4,102.7
2131,2024-10-16,183,7,5,6,479.25,69.07
2132,2024-10-16,76,21,4,3,101.64,31.2
2133,2024-10-16,29,19,3,2,284.21,76.27
2134,2024-10-16,146,27,4,1,138.02,140.76
2135,2024-10-17,169,30,3,6,139.33,10.04
2136,2024-10-17,51,11,1,3,109.72,75.28
2137,2024-10-17,76,9,4,3,412.4,27.45
2138,2024-10-17,104,10,1,1,284.96,70.7
2139,2024-10-17,28,27,3,2,138.02,140.76
2140,2024-10-18,16,16,2,4,478.16,47.34
2141,2024-10-18,97,15,4,4,90.15,54.48
2142,2024-10-18,146,20,4,5,172.95,87.87
2143,2024-10-18,232,20,4,4,172.95,87.87
2144,2024-10-18,87,15,4,1,90.15,54.48
2145,2024-10-18,155,15,3,6,90.15,54.48
2146,2024-10-18,195,28,3,2,215.58,68.69
2147,2024-10-18,137,2,2,4,247.83,148.51
2148,2024-10-18,94,24,5,2,348.01,59.36
2149,2024-10-19,1,15,1,4,90.15,54.48
2150,2024-10-19,87,25,4,3,494.77,64.02
2151,2024-10-19,177,5,5,2,131.48,120.09
2152,2024-10-19,138,28,5,1,215.58,68.69
2153,2024-10-19,37,5,5,1,131.48,120.09
2154,2024-10-20,59,23,3,2,51.51,19.97
2155,2024-10-20,217,5,4,3,131.48,120.09
2156,2024-10-20,124,30,4,5,139.33,10.04
2157,2024-10-20,58,15,3,5,90.15,54.48
2158,2024-10-20,4,16,3,4,478.16,47.34
2159,2024-10-20,155,15,3,6,90.15,54.48
2160,2024-10-20,242,11,3,6,109.72,75.28
2161,2024-10-20,153,11,5,4,109.72,75.28
2162,2024-10-20,203,6,3,2,497.78,68.34
2163,2024-10-20,27,17,1,4,252.54,51.1
2164,2024-10-20,18,3,5,5,133.31,78.24
2165,2024-10-21,128,4,3,4,300.97,58.8
2166,2024-10-21,151,20,1,3,172.95,87.87
2167,2024-10-21,244,11,2,3,109.72,75.28
2168,2024-10-21,231,3,4,1,133.31,78.24
2169,2024-10-21,129,22,4,6,306.67,55.26
2170,2024-10-21,219,14,2,4,248.64,22.76
2171,2024-10-21,229,5,3,4,131.48,120.09
2172,2024-10-22,60,28,3,3,215.58,68.69
2173,2024-10-22,114,29,3,5,45.04,126.36
2174,2024-10-22,233,19,4,6,284.21,76.27
2175,2024-10-22,219,13,2,6,405.4,102.7
2176,2024-10-22,80,16,4,4,478.16,47.34
2177,2024-10-22,79,12,4,3,132.74,130.55
2178,2024-10-23,220,22,4,2,306.67,55.26
2179,2024-10-23,116,2,4,5,247.83,148.51
2180,2024-10-23,84,2,5,6,247.83,148.51
2181,2024-10-24,62,24,1,6,348.01,59.36
2182,2024-10-24,41,10,5,4,284.96,70.7
2183,2024-10-24,220,8,4,6,331.43,105.62
2184,2024-10-24,185,28,4,2,215.58,68.69
2185,2024-10-24,67,27,5,2,138.02,140.76
2186,2024-10-24,37,27,5,6,138.02,140.76
2187,2024-10-24,20,30,4,4,139.33,10.04
2188,2024-10-25,5,15,5,1,90.15,54.48
2189,2024-10-25,85,9,3,2,412.4,27.45
2190,2024-10-25,58,14,3,2,248.64,22.76
2191,2024-10-25,25,4,1,4,300.97,58.8
2192,2024-10-25,47,9,3,6,412.4,27.45
2193,2024-10-25,118,30,2,5,139.33,10.04
2194,2024-10-25,193,29,2,2,45.04,126.36
2195,2024-10-25,39,4,4,4,300.97,58.8
2196,2024-10-25,155,20,3,1,172.95,87.87
2197,2024-10-25,136,20,5,1,172.95,87.87
2198,2024-10-26,199,3,1,4,133.31,78.24
2199,2024-10-26,149,24,3,5,348.01,59.36
2200,2024-10-26,193,22,2,1,306.67,55.26
2201,2024-10-26,24,14,1,1,248.64,22.76
2202,2024-10-26,204,23,3,5,51.51,19.97
2203,2024-10-26,24,10,1,5,284.96,70.7
2204,2024-10-26,140,17,5,6,252.54,51.1
2205,2024-10-26,137,5,2,3,131.48,120.09
2206,2024-10-27,111,29,4,6,45.04,126.36
2207,2024-10-27,210,17,2,6,252.54,51.1
2208,2024-10-27,221,21,4,6,101.64,31.2
2209,2024-10-27,214,29,5,6,45.04,126.36
2210,2024-10-27,39,25,4,5,494.77,64.02
2211,2024-10-27,144,19,5,5,284.21,76.27
2212,2024-10-27,32,17,5,3,252.54,51.1
2213,2024-10-27,155,9,3,1,412.4,27.45
2214,2024-10-27,39,26,4,4,255.64,133.06
2215,2024-10-27,92,18,3,2,96.29,125.95
2216,2024-10-27,70,26,1,3,255.64,133.06
2217,2024-10-28,28,1,3,4,324.8,105.02
2218,2024-10-28,84,22,5,3,306.67,55.26
2219,2024-10-28,219,13,2,3,405.4,102.7
2220,2024-10-28,29,26,3,2,255.64,133.06
2221,2024-10-28,226,12,2,2,132.74,130.55
2222,2024-10-28,210,27,2,6,138.02,140.76
2223,2024-10-28,5,15,5,5,90.15,54.48
2224,2024-10-28,18,14,5,3,248.64,22.76
2225,2024-10-28,82,9,4,3,412.4,27.45
2226,2024-10-29,35,25,5,2,494.77,64.02
2227,2024-10-29,138,15,5,4,90.15,54.48
2228,2024-10-29,41,28,5,4,215.58,68.69
2229,2024-10-29,147,4,3,6,300.97,58.8
2230,2024-10-29,245,1,2,5,324.8,105.02
2231,2024-10-30,149,15,3,6,90.15,54.48
2232,2024-10-30,155,8,3,3,331.43,105.62
2233,2024-10-30,17,15,1,1,90.15,54.48
2234,2024-10-30,210,1,2,1,324.8,105.02
2235,2024-10-30,43,27,5,3,138.02,140.76
2236,2024-10-30,151,6,1,4,497.78,68.34
2237,2024-10-31,16,14,2,2,248.64,22.76
2238,2024-10-31,234,6,1,3,497.78,68.34
2239,2024-10-31,209,21,2,2,101.64,31.2
2240,2024-10-31,227,12,5,5,132.74,130.55
2241,2024-10-31,225,18,2,2,96.29,125.95
2242,2024-10-31,173,7,4,3,479.25,69.07
2243,2024-10-31,234,11,1,6,109.72,75.28
2244,2024-10-31,240,30,3,4,139.33,10.04
2245,2024-11-01,50,19,5,1,284.21,76.27
2246,2024-11-01,200,20,2,4,172.95,87.87
2247,2024-11-01,85,30,3,2,139.33,10.04
2248,2024-11-02,54,15,3,4,90.15,54.48
2249,2024-11-02,211,11,4,3,109.72,75.28
2250,2024-11-02,138,4,5,1,300.97,58.8
2251,2024-11-02,179,17,3,5,252.54,51.1
2252,2024-11-02,134,24,3,5,348.01,59.36
2253,2024-11-02,18,2,5,6,247.83,148.51
2254,2024-11-02,127,2,2,2,247.83,148.51
2255,2024-11-02,101,21,3,5,101.64,31.2
2256,2024-11-02,142,19,2,2,284.21,76.27
2257,2024-11-02,111,25,4,6,494.77,64.02
2258,2024-11-03,32,29,5,2,45.04,126.36
2259,2024-11-03,201,12,1,5,132.74,130.55
2260,2024-11-03,15,28,1,6,215.58,68.69
2261,2024-11-03,19,7,2,4,479.25,69.07
2262,2024-11-03,19,1,2,5,324.8,105.02
2263,2024-11-03,242,10,3,1,284.96,70.7
2264,2024-11-03,48,15,5,1,90.15,54.48
2265,2024-11-03,201,2,1,5,247.83,148.51
2266,2024-11-03,62,28,1,5,215.58,68.69
2267,2024-11-04,143,8,1,6,331.43,105.62
2268,2024-11-04,198,18,4,4,96.29,125.95
2269,2024-11-04,66,5,4,2,131.48,120.09
2270,2024-11-04,206,2,4,6,247.83,148.51
2271,2024-11-05,248,21,1,2,101.64,31.2
2272,2024-11-05,20,1,4,4,324.8,105.02
2273,2024-11-05,151,2,1,6,247.83,148.51
2274,2024-11-05,211,23,4,4,51.51,19.97
2275,2024-11-05,165,10,5,4,284.96,70.7
2276,2024-11-05,232,3,4,6,133.31,78.24
2277,2024-11-05,103,12,2,2,132.74,130.55
2278,2024-11-05,67,24,5,5,348.01,59.36
2279,2024-11-05,72,24,2,1,348.01,59.36
2280,2024-11-06,155,7,3,4,479.25,69.07
2281,2024-11-06,214,10,5,5,284.96,70.7
2282,2024-11-06,171,21,2,6,101.64,31.2
2283,2024-11-06,121,1,1,3,324.8,105.02
2284,2024-11-06,38,21,1,5,101.64,31.2
2285,2024-11-06,177,12,5,5,132.74,130.55
2286,2024-11-06,62,14,1,1,248.64,22.76
2287,2024-11-06,213,28,3,2,215.58,68.69
2288,2024-11-06,42,8,2,1,331.43,105.62
2289,2024-11-06,153,16,5,3,478.16,47.34
2290,2024-11-06,213,29,3,3,45.04,126.36
2291,2024-11-06,55,12,5,5,132.74,130.55
2292,2024-11-07,141,30,1,6,139.33,10.04
2293,2024-11-07,31,8,4,4,331.43,105.62
2294,2024-11-07,229,5,3,5,131.48,120.09
2295,2024-11-08,35,11,5,5,109.72,75.28
2296,2024-11-08,27,11,1,4,109.72,75.28
2297,2024-11-08,94,4,5,1,300.97,58.8
2298,2024-11-08,151,1,1,4,324.8,105.02
2299,2024-11-08,190,13,5,5,405.4,102.7
2300,2024-11-08,166,16,1,5,478.16,47.34
2301,2024-11-08,130,18,1,3,96.29,125.95
2302,2024-11-08,111,3,4,2,133.31,78.24
2303,2024-11-08,177,28,5,6,215.58,68.69
2304,2024-11-08,208,21,2,5,101.64,31.2
2305,2024-11-08,12,9,2,5,412.4,27.45
2306,2024-11-08,173,4,4,3,300.97,58.8
2307,2024-11-09,175,2,3,5,247.83,148.51
2308,2024-11-09,212,5,4,3,131.48,120.09
2309,2024-11-09,245,18,2,1,96.29,125.95
2310,2024-11-09,113,12,4,2,132.74,130.55
2311,2024-11-09,126,21,1,1,101.64,31.2
2312,2024-11-09,224,15,5,2,90.15,54.48
2313,2024-11-09,191,17,4,4,252.54,51.1
2314,2024-11-09,134,6,3,1,497.78,68.34
2315,2024-11-09,182,13,3,3,405.4,102.7
2316,2024-11-10,59,29,3,4,45.04,126.36
2317,2024-11-10,231,30,4,3,139.33,10.04
2318,2024-11-10,200,13,2,5,405.4,102.7
2319,2024-11-10,208,27,2,3,138.02,140.76
2320,2024-11-10,79,15,4,3,90.15,54.48
2321,2024-11-10,224,4,5,6,300.97,58.8
2322,2024-11-10,137,23,2,4,51.51,19.97
2323,2024-11-10,203,14,3,3,248.64,22.76
2324,2024-11-10,148,2,3,1,247.83,148.51
2325,2024-11-10,168,14,5,1,248.64,22.76
2326,2024-11-11,127,3,2,5,133.31,78.24
2327,2024-11-11,40,1,1,6,324.8,105.02
2328,2024-11-11,243,5,5,5,131.48,120.09
2329,2024-11-11,153,30,5,5,139.33,10.04
2330,2024-11-11,64,28,4,2,215.58,68.69
2331,2024-11-11,181,7,3,1,479.25,69.07
2332,2024-11-11,182,9,3,6,412.4,27.45
2333,2024-11-12,110,2,4,3,247.83,148.51
2334,2024-11-12,15,4,1,3,300.97,58.8
2335,2024-11-12,240,16,3,5,478.16,47.34
2336,2024-11-12,80,9,4,1,412.4,27.45
2337,2024-11-12,186,16,2,2,478.16,47.34
2338,2024-11-12,118,20,2,2,172.95,87.87
2339,2024-11-12,245,10,2,3,284.96,70.7
2340,2024-11-12,183,29,5,1,45.04,126.36
2341,2024-11-12,148,16,3,4,478.16,47.34
2342,2024-11-12,90,1,1,5,324.8,105.02
2343,2024-11-13,69,14,1,1,248.64,22.76
2344,2024-11-13,82,24,4,4,348.01,59.36
2345,2024-11-13,36,28,5,5,215.58,68.69
2346,2024-11-13,72,29,2,4,45.04,126.36
2347,2024-11-13,244,5,2,5,131.48,120.09
2348,2024-11-14,122,21,5,3,101.64,31.2
2349,2024-11-14,140,2,5,3,247.83,148.51
2350,2024-11-14,31,5,4,3,131.48,120.09
2351,2024-11-14,125,8,4,5,331.43,105.62
2352,2024-11-14,130,3,1,1,133.31,78.24
2353,2024-11-14,50,18,5,2,96.29,125.95
2354,2024-11-14,35,18,5,1,96.29,125.95
2355,2024-11-14,88,27,5,3,138.02,140.76
2356,2024-11-14,2,10,2,3,284.96,70.7
2357,2024-11-14,138,15,5,3,90.15,54.48
2358,2024-11-14,68,20,4,6,172.95,87.87
2359,2024-11-15,41,25,5,2,494.77,64.02
2360,2024-11-15,242,22,3,2,306.67,55.26
2361,2024-11-15,145,27,5,1,138.02,140.76
2362,2024-11-15,96,11,3,6,109.72,75.28
2363,2024-11-15,231,17,4,4,252.54,51.1
2364,2024-11-16,19,27,2,4,138.02,140.76
2365,2024-11-16,152,25,1,3,494.77,64.02
2366,2024-11-16,122,11,5,4,109.72,75.28
2367,2024-11-16,97,12,4,5,132.74,130.55
2368,2024-11-16,228,26,1,2,255.64,133.06
2369,2024-11-16,164,25,2,5,494.77,64.02
2370,2024-11-16,132,6,5,2,497.78,68.34
2371,2024-11-16,55,6,5,2,497.78,68.34
2372,2024-11-16,247,23,4,6,51.51,19.97
2373,2024-11-16,82,7,4,3,479.25,69.07
2374,2024-11-17,2,26,2,4,255.64,133.06
2375,2024-11-17,239,15,3,2,90.15,54.48
2376,2024-11-17,47,30,3,1,139.33,10.04
2377,2024-11-17,50,6,5,5,497.78,68.34
2378,2024-11-17,219,29,2,5,45.04,126.36
2379,2024-11-17,14,26,2,4,255.64,133.06
2380,2024-11-17,23,28,1,5,215.58,68.69
2381,2024-11-17,57,5,1,6,131.48,120.09
2382,2024-11-17,99,29,2,2,45.04,126.36
2383,2024-11-18,130,16,1,6,478.16,47.34
2384,2024-11-18,97,9,4,5,412.4,27.45
2385,2024-11-18,11,5,4,6,131.48,120.09
2386,2024-11-18,240,25,3,6,494.77,64.02
2387,2024-11-18,91,16,3,1,478.16,47.34
2388,2024-11-18,148,17,3,3,252.54,51.1
2389,2024-11-18,98,14,4,1,248.64,22.76
2390,2024-11-18,110,29,4,3,45.04,126.36
2391,2024-11-18,195,10,3,1,284.96,70.7
2392,2024-11-18,198,12,4,2,132.74,130.55
2393,2024-11-18,221,15,4,6,90.15,54.48
2394,2024-11-18,221,27,4,1,138.02,140.76
2395,2024-11-19,68,24,4,6,348.01,59.36
2396,2024-11-19,104,22,1,1,306.67,55.26
2397,2024-11-19,128,25,3,3,494.77,64.02
2398,2024-11-19,101,10,3,1,284.96,70.7
2399,2024-11-20,159,26,4,3,255.64,133.06
2400,2024-11-20,137,6,2,2,497.78,68.34
2401,2024-11-20,232,15,4,5,90.15,54.48
2402,2024-11-20,113,19,4,1,284.21,76.27
2403,2024-11-20,201,6,1,1,497.78,68.34
2404,2024-11-20,18,13,5,2,405.4,102.7
2405,2024-11-20,108,19,2,2,284.21,76.27
2406,2024-11-20,221,1,4,4,324.8,105.02
2407,2024-11-20,128,22,3,5,306.67,55.26
2408,2024-11-20,217,7,4,5,479.25,69.07
2409,2024-11-20,58,9,3,2,412.4,27.45
2410,2024-11-20,16,27,2,2,138.02,140.76
2411,2024-11-21,62,2,1,3,247.83,148.51
2412,2024-11-21,68,16,4,6,478.16,47.34
2413,2024-11-21,81,28,5,5,215.58,68.69
2414,2024-11-21,142,30,2,3,139.33,10.04
2415,2024-11-21,229,29,3,6,45.04,126.36
2416,2024-11-21,222,3,1,1,133.31,78.24
2417,2024-11-21,235,11,1,4,109.72,75.28
2418,2024-11-22,148,8,3,3,331.43,105.62
2419,2024-11-22,129,16,4,2,478.16,47.34
2420,2024-11-22,58,25,3,3,494.77,64.02
2421,2024-11-22,200,2,2,1,247.83,148.51
2422,2024-11-22,91,21,3,2,101.64,31.2
2423,2024-11-22,110,8,4,4,331.43,105.62
2424,2024-11-22,77,18,4,1,96.29,125.95
2425,2024-11-22,138,11,5,1,109.72,75.28
2426,2024-11-22,7,26,2,2,255.64,133.06
2427,2024-11-22,113,10,4,5,284.96,70.7
2428,2024-11-22,186,2,2,1,247.83,148.51
2429,2024-11-22,87,5,4,3,131.48,120.09
2430,2024-11-23,217,22,4,2,306.67,55.26
2431,2024-11-23,124,22,4,1,306.67,55.26
2432,2024-11-23,115,15,2,2,90.15,54.48
2433,2024-11-23,40,25,1,6,494.77,64.02
2434,2024-11-23,193,10,2,1,284.96,70.7
2435,2024-11-23,226,27,2,5,138.02,140.76
2436,2024-11-23,38,17,1,1,252.54,51.1
2437,2024-11-23,56,30,5,4,139.33,10.04
2438,2024-11-23,29,13,3,3,405.4,102.7
2439,2024-11-24,23,2,1,4,247.83,148.51
2440,2024-11-24,215,14,2,6,248.64,22.76
2441,2024-11-24,204,23,3,6,51.51,19.97
2442,2024-11-24,146,27,4,4,138.02,140.76
2443,2024-11-24,107,6,5,5,497.78,68.34
2444,2024-11-25,34,23,4,6,51.51,19.97
2445,2024-11-25,10,20,4,3,172.95,87.87
2446,2024-11-25,82,16,4,3,478.16,47.34
2447,2024-11-25,219,20,2,3,172.95,87.87
2448,2024-11-25,54,29,3,3,45.04,126.36
2449,2024-11-26,60,28,3,5,215.58,68.69
2450,2024-11-26,191,23,4,5,51.51,19.97
